ID,Principal,Maturity,Coupon Rate,LGD,Counterparty,Number of Bonds,Industry
56413,"$8,000",17-Aug-2018,5.5%,0.292,Deutsche Bank,80,8
59980,"$4,000",7-Oct-2017,7.5%,0.526,Bank of America,40,7
43020,"$7,000",24-Sep-2018,7.5%,0.287,JPMorgan Chase,70,4
48175,"$12,000",1-May-2018,5.0%,0.207,Citigroup,120,4
54287,"$4,000",24-Jul-2018,8.0%,0.292,Goldman Sachs,40,4
50128,"$9,000",2-Jan-2018,3.0%,0.207,Citigroup,90,7
60642,"$3,000",22-Jan-2018,8.0%,0.207,Citigroup,30,7
53416,"$9,000",8-Mar-2021,7.5%,0.522,Fidelity,90,4
37575,"$5,000",14-Apr-2020,5.0%,0.207,Bank of America,50,10
35687,"$2,000",4-Mar-2020,6.5%,0.287,Goldman Sachs,20,4
60649,"$6,000",8-Jul-2017,5.5%,0.522,Citigroup,60,4
47971,"$11,000",7-Aug-2020,5.5%,0.522,US Bancorp,110,7
33211,"$3,000",14-Aug-2017,6.0%,0.526,Fidelity,30,9
48543,"$8,000",5-Nov-2018,7.0%,0.287,American Express,80,3
39803,"$9,000",29-May-2018,7.5%,0.287,Bank of America,90,8
60067,"$3,000",24-Apr-2021,7.0%,0.207,US Bancorp,30,10
36556,"$3,000",16-Apr-2019,6.0%,0.292,Goldman Sachs,30,1
43423,"$5,000",22-Nov-2017,7.5%,0.522,Goldman Sachs,50,8
57618,"$21,000",9-Sep-2018,3.0%,0.526,HSBC,210,7
48510,"$12,000",30-May-2018,6.0%,0.522,JPMorgan Chase,120,8
31876,"$12,000",2-Aug-2020,3.0%,0.207,Fidelity,120,9
39565,"$10,000",28-May-2018,6.5%,0.526,Citigroup,100,4
33933,"$16,000",28-Jan-2019,6.5%,0.522,Wells Fargo,160,7
60033,"$13,000",11-Dec-2017,9.0%,0.522,Citigroup,130,6
54352,"$13,000",18-Aug-2020,8.5%,0.287,HSBC,130,8
59011,"$10,000",6-Jan-2021,3.5%,0.526,Wells Fargo,100,4
39463,"$9,000",13-Dec-2018,8.5%,0.207,US Bancorp,90,7
34834,"$3,000",13-May-2017,6.5%,0.526,Deutsche Bank,30,2
46536,"$2,000",5-Jun-2020,4.5%,0.522,JPMorgan Chase,20,7
47772,"$11,000",10-Mar-2021,6.5%,0.287,Citigroup,110,7
54664,"$7,000",29-Mar-2018,5.5%,0.522,Banco Santander,70,6
36766,"$8,000",31-Oct-2019,4.5%,0.292,Deutsche Bank,80,5
31824,"$11,000",23-Feb-2018,5.0%,0.526,Fidelity,110,3
37885,"$3,000",28-Feb-2019,8.5%,0.526,Goldman Sachs,30,2
43473,"$8,000",23-Sep-2017,4.5%,0.526,TD Bank,80,9
49708,"$3,000",24-Jun-2017,8.0%,0.292,TD Bank,30,6
31109,"$5,000",10-May-2020,3.5%,0.292,US Bancorp,50,4
37327,"$9,000",12-Nov-2018,6.0%,0.207,Citigroup,90,9
37862,"$19,000",12-Dec-2020,5.5%,0.522,Goldman Sachs,190,5
49186,"$11,000",3-Feb-2019,3.5%,0.522,Wells Fargo,110,4
33203,"$5,000",29-Nov-2018,6.0%,0.207,Citigroup,50,10
44527,"$11,000",23-Feb-2020,5.5%,0.287,Banco Santander,110,10
55598,"$13,000",28-Nov-2019,5.0%,0.526,TD Bank,130,10
31795,"$4,000",16-Dec-2020,4.0%,0.292,Wells Fargo,40,7
50550,"$3,000",20-Apr-2021,5.5%,0.526,JPMorgan Chase,30,7
31008,"$11,000",21-Jul-2017,8.0%,0.207,Bank of America,110,3
30125,"$10,000",31-Dec-2018,6.5%,0.522,American Express,100,2
44810,"$5,000",8-Jun-2020,5.0%,0.522,JPMorgan Chase,50,2
43509,"$2,000",19-Nov-2020,3.0%,0.207,Suntrust,20,9
56456,"$4,000",28-Sep-2018,5.5%,0.207,US Bancorp,40,8
45498,"$4,000",23-Jan-2019,9.0%,0.292,Goldman Sachs,40,1
59111,"$3,000",7-Jan-2021,4.0%,0.292,American Express,30,3
50342,"$2,000",21-Jul-2018,7.0%,0.526,JPMorgan Chase,20,3
52490,"$6,000",4-Jun-2018,8.5%,0.207,Fidelity,60,7
57084,"$3,000",23-Mar-2021,3.0%,0.522,American Express,30,8
45124,"$5,000",20-May-2019,8.5%,0.522,Barclays,50,10
52325,"$4,000",29-Aug-2019,8.5%,0.292,JPMorgan Chase,40,7
52172,"$3,000",8-Aug-2017,3.5%,0.292,American Express,30,7
37743,"$16,000",10-Jul-2019,4.0%,0.526,Bank of America,160,9
49659,"$7,000",27-Jul-2017,5.5%,0.292,Goldman Sachs,70,8
42151,"$6,000",24-May-2020,8.0%,0.287,Bank of America,60,1
39181,"$3,000",10-Feb-2018,6.5%,0.522,JPMorgan Chase,30,1
36296,"$3,000",10-Feb-2021,5.0%,0.522,HSBC,30,1
37678,"$17,000",16-Jun-2017,4.5%,0.526,Banco Santander,170,3
45215,"$5,000",24-Jan-2018,4.5%,0.292,American Express,50,3
39813,"$1,000",22-Jan-2021,7.5%,0.526,Citigroup,10,10
31036,"$2,000",13-Feb-2021,3.0%,0.522,Wells Fargo,20,7
47252,"$12,000",1-Apr-2021,3.0%,0.207,Deutsche Bank,120,3
43446,"$17,000",16-May-2019,4.0%,0.287,Goldman Sachs,170,8
33989,"$11,000",19-Feb-2021,3.0%,0.526,Barclays,110,10
47236,"$15,000",13-Mar-2020,6.0%,0.526,Citigroup,150,6
37218,"$5,000",4-Aug-2019,3.0%,0.292,Suntrust,50,1
60680,"$4,000",17-Dec-2017,6.5%,0.526,Wells Fargo,40,2
60454,"$14,000",8-Nov-2017,5.0%,0.287,Citigroup,140,8
40164,"$9,000",19-Nov-2020,7.5%,0.522,Deutsche Bank,90,7
45038,"$12,000",3-Jun-2018,8.0%,0.522,TD Bank,120,1
31639,"$5,000",8-Oct-2017,5.5%,0.526,Suntrust,50,10
53990,"$10,000",21-Aug-2019,5.0%,0.526,Suntrust,100,1
56521,"$11,000",6-Dec-2017,8.5%,0.522,Barclays,110,3
58387,"$1,000",23-Nov-2018,5.5%,0.292,Capital One,10,2
40518,"$5,000",26-Apr-2019,6.0%,0.207,Capital One,50,6
45015,"$10,000",22-Aug-2019,6.0%,0.287,American Express,100,10
59043,"$20,000",7-Mar-2019,7.0%,0.207,JPMorgan Chase,200,5
52462,"$6,000",4-Apr-2021,7.5%,0.207,Fidelity,60,5
38760,"$4,000",21-Aug-2019,4.5%,0.292,TD Bank,40,3
31569,"$2,000",10-Sep-2019,4.0%,0.522,Citigroup,20,1
46805,"$6,000",12-Apr-2019,4.5%,0.287,Suntrust,60,6
31755,"$9,000",19-Aug-2018,5.5%,0.207,Fidelity,90,3
36239,"$4,000",19-Sep-2020,4.0%,0.522,JPMorgan Chase,40,2
56025,"$4,000",2-Aug-2018,4.0%,0.522,Goldman Sachs,40,7
35864,"$10,000",22-Nov-2017,8.0%,0.292,Wells Fargo,100,6
57000,"$6,000",26-Dec-2020,6.0%,0.526,TD Bank,60,5
37677,"$3,000",25-Feb-2018,6.5%,0.207,Barclays,30,2
35616,"$14,000",9-Jul-2020,3.5%,0.526,Capital One,140,3
41475,"$7,000",7-Apr-2021,7.0%,0.522,Wells Fargo,70,5
45338,"$18,000",11-Jan-2020,4.5%,0.287,Wells Fargo,180,2
59159,"$1,000",9-May-2020,4.0%,0.207,Bank of America,10,8
40965,"$8,000",3-Aug-2018,6.5%,0.526,Banco Santander,80,7
59603,"$4,000",27-Feb-2021,5.0%,0.207,American Express,40,1
38482,"$2,000",7-Mar-2019,6.0%,0.292,Banco Santander,20,3
60337,"$5,000",1-Oct-2017,4.5%,0.522,Goldman Sachs,50,9
50082,"$8,000",22-Mar-2020,8.0%,0.522,Citigroup,80,3
32579,"$5,000",14-Mar-2018,3.5%,0.292,Bank of America,50,6
44370,"$9,000",21-Jul-2020,9.0%,0.526,Wells Fargo,90,5
35922,"$8,000",8-Sep-2017,3.5%,0.526,Deutsche Bank,80,4
33768,"$8,000",1-Mar-2019,9.0%,0.287,HSBC,80,10
59754,"$12,000",20-Jul-2020,3.5%,0.292,Bank of America,120,10
55403,"$2,000",30-Dec-2019,5.5%,0.292,American Express,20,3
59386,"$5,000",3-Mar-2018,6.5%,0.287,Banco Santander,50,4
54377,"$6,000",15-Sep-2020,7.0%,0.292,Capital One,60,7
41407,"$3,000",23-May-2020,7.0%,0.522,Suntrust,30,8
60423,"$20,000",18-Oct-2018,6.0%,0.522,JPMorgan Chase,200,8
36025,"$5,000",16-May-2017,3.5%,0.522,American Express,50,8
52412,"$5,000",15-Jun-2020,3.5%,0.522,JPMorgan Chase,50,2
59723,"$19,000",25-Oct-2017,7.5%,0.292,JPMorgan Chase,190,9
35781,"$7,000",9-Sep-2017,5.0%,0.292,American Express,70,9
43022,"$21,000",10-Jun-2018,8.0%,0.287,Bank of America,210,8
37516,"$11,000",20-Mar-2018,5.5%,0.522,Citigroup,110,9
58039,"$2,000",1-Jan-2019,8.5%,0.292,Barclays,20,6
33613,"$10,000",7-Dec-2019,5.0%,0.522,Banco Santander,100,4
60017,"$2,000",23-Mar-2019,9.0%,0.287,Goldman Sachs,20,10
36451,"$4,000",9-Sep-2017,3.5%,0.207,Capital One,40,9
55220,"$23,000",9-Oct-2020,4.0%,0.207,Banco Santander,230,2
39300,"$16,000",10-Oct-2020,8.5%,0.522,JPMorgan Chase,160,1
34407,"$12,000",23-Feb-2020,8.0%,0.287,Bank of America,120,5
55594,"$8,000",3-Oct-2017,8.0%,0.207,Capital One,80,2
46230,"$10,000",14-Feb-2021,8.0%,0.292,Citigroup,100,9
57462,"$8,000",23-Feb-2018,3.5%,0.287,Citigroup,80,8
53969,"$10,000",15-Oct-2019,9.0%,0.287,JPMorgan Chase,100,10
35243,"$10,000",28-Jul-2020,5.0%,0.207,Banco Santander,100,8
41372,"$25,000",29-Apr-2019,9.0%,0.526,Goldman Sachs,250,4
44012,"$11,000",27-May-2019,5.5%,0.522,Barclays,110,8
42033,"$6,000",25-Jul-2019,4.5%,0.526,Suntrust,60,6
30173,"$7,000",12-Jul-2017,5.0%,0.292,Capital One,70,8
51123,"$27,000",17-Dec-2017,8.5%,0.526,HSBC,270,5
30073,"$9,000",25-Apr-2019,5.5%,0.522,TD Bank,90,6
37088,"$5,000",22-Oct-2017,5.5%,0.522,Citigroup,50,6
48003,"$3,000",21-Jul-2017,8.0%,0.207,American Express,30,5
44825,"$8,000",9-Apr-2020,3.0%,0.522,Suntrust,80,2
57743,"$5,000",11-Apr-2021,7.0%,0.526,HSBC,50,4
59018,"$3,000",7-Jul-2020,3.5%,0.292,US Bancorp,30,3
50282,"$6,000",29-Jun-2019,6.0%,0.287,JPMorgan Chase,60,7
42281,"$2,000",13-May-2018,6.5%,0.207,Banco Santander,20,1
32054,"$8,000",22-Aug-2018,8.5%,0.526,US Bancorp,80,7
39930,"$12,000",21-Dec-2019,8.5%,0.287,Barclays,120,6
38556,"$2,000",23-Apr-2021,5.0%,0.207,US Bancorp,20,10
46275,"$3,000",17-Jul-2019,7.5%,0.522,Bank of America,30,7
46342,"$6,000",3-Jun-2018,8.5%,0.292,Wells Fargo,60,10
46363,"$8,000",10-Mar-2020,3.5%,0.207,Citigroup,80,2
33872,"$7,000",30-May-2020,4.5%,0.522,Deutsche Bank,70,8
41538,"$5,000",19-Dec-2017,6.5%,0.207,Capital One,50,5
30713,"$13,000",30-May-2017,8.5%,0.526,Wells Fargo,130,3
40784,"$4,000",4-Jul-2019,7.0%,0.287,Goldman Sachs,40,5
59306,"$5,000",16-Mar-2020,6.0%,0.522,Suntrust,50,9
58106,"$5,000",16-Sep-2017,7.0%,0.287,Citigroup,50,1
56598,"$10,000",7-Dec-2017,7.0%,0.292,Deutsche Bank,100,9
39384,"$6,000",29-Aug-2020,6.5%,0.207,Citigroup,60,1
42687,"$17,000",23-Dec-2017,3.5%,0.207,TD Bank,170,9
57918,"$13,000",5-Jun-2019,5.0%,0.287,HSBC,130,4
55681,"$6,000",3-Oct-2018,5.0%,0.526,HSBC,60,7
60004,"$10,000",1-Oct-2020,3.0%,0.292,American Express,100,3
45631,"$7,000",17-Aug-2017,3.5%,0.292,TD Bank,70,5
44666,"$6,000",24-Nov-2020,5.5%,0.292,JPMorgan Chase,60,3
54930,"$5,000",3-Sep-2017,4.5%,0.522,Banco Santander,50,5
33096,"$2,000",9-Jan-2018,3.0%,0.292,Banco Santander,20,3
36548,"$6,000",14-May-2018,7.5%,0.292,HSBC,60,1
46507,"$5,000",4-Jul-2017,8.0%,0.287,Capital One,50,8
38533,"$8,000",16-Aug-2017,6.0%,0.207,Barclays,80,3
43530,"$3,000",13-Jan-2018,4.5%,0.526,Capital One,30,2
45111,"$9,000",11-Oct-2017,7.0%,0.207,Banco Santander,90,4
56227,"$2,000",19-Jan-2019,6.0%,0.522,American Express,20,9
30033,"$5,000",8-Apr-2020,6.0%,0.207,US Bancorp,50,6
31804,"$20,000",7-Sep-2018,6.0%,0.526,Wells Fargo,200,8
54481,"$32,000",4-Oct-2020,8.0%,0.522,JPMorgan Chase,320,5
30816,"$5,000",12-Jun-2018,9.0%,0.287,Capital One,50,9
44295,"$14,000",7-Nov-2017,3.5%,0.526,US Bancorp,140,3
40927,"$7,000",30-May-2019,4.0%,0.207,TD Bank,70,10
36634,"$15,000",27-Feb-2018,8.5%,0.207,Capital One,150,9
44144,"$18,000",29-Sep-2017,8.0%,0.207,Barclays,180,4
36793,"$5,000",12-Aug-2020,8.5%,0.526,Goldman Sachs,50,1
54867,"$3,000",17-Aug-2020,7.0%,0.526,Fidelity,30,7
41747,"$6,000",3-Apr-2021,7.5%,0.526,Capital One,60,5
54436,"$16,000",2-Aug-2017,3.5%,0.287,Citigroup,160,2
52001,"$3,000",8-Aug-2017,7.0%,0.526,Bank of America,30,3
46687,"$14,000",3-Sep-2017,4.5%,0.526,Suntrust,140,2
55719,"$6,000",24-Jul-2017,7.5%,0.526,Wells Fargo,60,7
40114,"$11,000",1-Feb-2021,9.0%,0.287,Suntrust,110,5
51039,"$9,000",2-May-2021,4.0%,0.287,Citigroup,90,8
47868,"$6,000",24-Apr-2018,6.0%,0.207,JPMorgan Chase,60,1
35442,"$4,000",29-Apr-2018,5.0%,0.526,Citigroup,40,6
34907,"$6,000",5-Dec-2018,9.0%,0.522,Fidelity,60,4
34180,"$13,000",30-Nov-2020,8.5%,0.292,Banco Santander,130,1
51266,"$23,000",14-Aug-2019,4.5%,0.522,Fidelity,230,5
45508,"$33,000",1-Aug-2017,5.0%,0.526,US Bancorp,330,8
57036,"$4,000",20-Feb-2018,8.5%,0.292,Suntrust,40,6
43826,"$5,000",31-Oct-2018,3.5%,0.292,US Bancorp,50,3
30576,"$6,000",23-Apr-2019,7.5%,0.526,US Bancorp,60,6
32273,"$4,000",10-Jun-2020,6.0%,0.526,Suntrust,40,7
59064,"$4,000",19-Sep-2017,4.5%,0.287,Capital One,40,5
54954,"$5,000",14-Mar-2018,7.5%,0.526,US Bancorp,50,4
42744,"$9,000",27-Aug-2019,4.5%,0.207,Capital One,90,7
50241,"$3,000",11-Jul-2017,5.0%,0.207,Deutsche Bank,30,9
31980,"$6,000",2-Aug-2018,5.0%,0.526,Citigroup,60,7
38682,"$33,000",13-Feb-2018,3.5%,0.522,HSBC,330,2
34145,"$9,000",6-Jul-2017,3.5%,0.287,HSBC,90,9
59266,"$3,000",29-Dec-2018,7.5%,0.522,Citigroup,30,2
49182,"$7,000",18-Apr-2019,9.0%,0.287,HSBC,70,10
41426,"$12,000",15-Sep-2018,5.5%,0.526,Deutsche Bank,120,10
31498,"$5,000",7-Sep-2017,4.0%,0.287,US Bancorp,50,4
49170,"$7,000",9-Nov-2017,5.0%,0.207,Barclays,70,5
48448,"$6,000",25-Oct-2019,6.0%,0.292,Citigroup,60,7
35992,"$6,000",8-Nov-2020,8.0%,0.526,Suntrust,60,1
42959,"$11,000",31-Mar-2019,4.5%,0.292,Wells Fargo,110,9
34428,"$4,000",29-Apr-2019,5.5%,0.292,Suntrust,40,6
54382,"$8,000",4-Jul-2018,4.5%,0.287,Goldman Sachs,80,8
45199,"$7,000",27-Aug-2020,6.5%,0.207,JPMorgan Chase,70,9
33657,"$4,000",19-Mar-2018,5.0%,0.522,Wells Fargo,40,10
45465,"$7,000",28-Jun-2017,3.0%,0.207,HSBC,70,1
56097,"$6,000",6-Mar-2020,4.5%,0.292,Goldman Sachs,60,10
35199,"$8,000",20-Feb-2021,6.0%,0.292,Citigroup,80,9
48907,"$2,000",20-Mar-2020,5.5%,0.292,Goldman Sachs,20,8
35206,"$4,000",22-Jan-2019,3.5%,0.207,American Express,40,2
52264,"$6,000",21-Mar-2020,5.5%,0.292,Citigroup,60,1
53549,"$3,000",6-Aug-2018,3.5%,0.522,JPMorgan Chase,30,5
36903,"$10,000",25-Sep-2019,5.0%,0.526,Deutsche Bank,100,1
30248,"$8,000",4-Mar-2021,4.0%,0.522,Banco Santander,80,5
44581,"$3,000",25-Apr-2021,3.0%,0.292,Suntrust,30,6
42457,"$8,000",27-Jun-2020,5.5%,0.207,Barclays,80,6
40003,"$6,000",3-Nov-2018,5.5%,0.287,Citigroup,60,6
60127,"$10,000",27-Nov-2020,6.5%,0.292,Fidelity,100,4
40420,"$6,000",7-Feb-2018,5.0%,0.207,Suntrust,60,1
31695,"$3,000",13-Jun-2017,7.5%,0.207,Citigroup,30,10
52787,"$5,000",18-Jun-2020,5.0%,0.526,Banco Santander,50,10
58208,"$6,000",14-Feb-2018,4.5%,0.207,Banco Santander,60,2
51125,"$2,000",19-Oct-2017,6.0%,0.522,Fidelity,20,2
57257,"$10,000",29-Dec-2017,7.5%,0.292,Citigroup,100,7
41878,"$8,000",30-Jun-2017,3.5%,0.207,JPMorgan Chase,80,5
47798,"$1,000",25-Nov-2020,5.5%,0.522,Fidelity,10,2
40008,"$3,000",3-Dec-2019,8.5%,0.292,Barclays,30,6
38871,"$13,000",8-Mar-2020,4.0%,0.287,TD Bank,130,7
53890,"$8,000",5-Jul-2017,3.5%,0.522,HSBC,80,7
56522,"$2,000",8-Jun-2018,7.0%,0.522,Wells Fargo,20,7
56917,"$4,000",27-Apr-2020,5.5%,0.287,American Express,40,2
36728,"$4,000",31-Mar-2020,6.5%,0.287,American Express,40,5
40634,"$3,000",24-Aug-2018,5.0%,0.526,Capital One,30,10
31629,"$6,000",6-Nov-2019,3.0%,0.526,Wells Fargo,60,5
57589,"$9,000",29-Oct-2018,4.5%,0.287,Barclays,90,7
31599,"$7,000",22-Apr-2019,7.0%,0.287,Banco Santander,70,2
34771,"$5,000",29-Dec-2020,7.5%,0.207,Deutsche Bank,50,10
37790,"$18,000",17-Dec-2018,8.5%,0.207,JPMorgan Chase,180,9
56725,"$8,000",14-Jun-2019,6.0%,0.292,US Bancorp,80,10
31477,"$11,000",2-Nov-2017,3.0%,0.287,Fidelity,110,1
45668,"$5,000",16-May-2017,7.0%,0.292,HSBC,50,5
60117,"$13,000",4-Aug-2018,6.5%,0.522,Citigroup,130,7
52245,"$9,000",14-Mar-2021,5.5%,0.207,Fidelity,90,3
54283,"$7,000",25-Feb-2021,8.5%,0.292,Banco Santander,70,3
37689,"$6,000",30-Jan-2019,8.0%,0.292,Goldman Sachs,60,10
51529,"$5,000",22-Feb-2018,6.5%,0.526,JPMorgan Chase,50,10
57518,"$12,000",6-Jul-2019,8.5%,0.287,Wells Fargo,120,2
50782,"$8,000",25-Aug-2020,5.0%,0.207,Suntrust,80,2
44126,"$8,000",2-Dec-2017,4.5%,0.292,HSBC,80,3
56090,"$2,000",31-Mar-2020,6.5%,0.522,Banco Santander,20,4
52966,"$4,000",28-Jan-2020,3.5%,0.292,Banco Santander,40,2
40985,"$8,000",26-Jun-2018,8.5%,0.522,Banco Santander,80,6
36247,"$6,000",26-Feb-2021,7.0%,0.287,JPMorgan Chase,60,9
45539,"$10,000",4-Feb-2020,6.0%,0.292,Citigroup,100,3
60158,"$5,000",12-Jun-2018,9.0%,0.207,Citigroup,50,8
60069,"$3,000",18-Jun-2018,4.5%,0.522,Fidelity,30,4
40202,"$6,000",21-Sep-2020,8.5%,0.526,Citigroup,60,9
49203,"$6,000",23-Sep-2019,4.0%,0.522,TD Bank,60,3
30930,"$6,000",18-Jun-2020,9.0%,0.292,JPMorgan Chase,60,5
34463,"$12,000",5-Jan-2020,3.0%,0.292,American Express,120,1
54379,"$8,000",27-Jan-2018,7.5%,0.292,Citigroup,80,6
54357,"$14,000",17-Dec-2018,3.0%,0.287,Deutsche Bank,140,5
57373,"$5,000",28-Nov-2020,5.0%,0.207,Suntrust,50,7
53170,"$8,000",3-Jan-2019,6.5%,0.526,Bank of America,80,3
36340,"$8,000",24-May-2020,5.5%,0.526,US Bancorp,80,1
55873,"$6,000",2-Nov-2018,6.0%,0.526,American Express,60,9
44184,"$3,000",31-Oct-2020,3.0%,0.526,Barclays,30,1
58078,"$3,000",28-Sep-2019,7.5%,0.292,Wells Fargo,30,7
31701,"$5,000",23-Feb-2021,6.5%,0.526,Deutsche Bank,50,6
46187,"$5,000",25-Feb-2018,9.0%,0.522,Capital One,50,5
42082,"$10,000",27-Jan-2019,5.5%,0.207,Banco Santander,100,6
51996,"$29,000",30-Nov-2019,3.5%,0.287,HSBC,290,6
51972,"$7,000",3-Nov-2019,3.5%,0.287,Citigroup,70,3
59029,"$6,000",24-Jan-2020,5.5%,0.207,Capital One,60,8
34141,"$7,000",8-Mar-2020,3.0%,0.287,Fidelity,70,3
42077,"$8,000",30-Mar-2018,5.0%,0.287,American Express,80,3
40489,"$3,000",6-Mar-2018,4.5%,0.292,HSBC,30,4
30421,"$5,000",18-Sep-2017,5.0%,0.287,Suntrust,50,7
40788,"$16,000",1-Jan-2021,5.5%,0.287,Suntrust,160,5
49288,"$1,000",2-Feb-2019,5.5%,0.207,JPMorgan Chase,10,7
35410,"$4,000",13-Mar-2021,3.5%,0.522,Capital One,40,10
56933,"$3,000",20-Mar-2021,5.0%,0.522,Wells Fargo,30,6
39806,"$4,000",20-Apr-2020,5.0%,0.287,Citigroup,40,5
34878,"$3,000",6-Feb-2020,8.0%,0.522,American Express,30,8
44007,"$4,000",27-Aug-2020,8.0%,0.526,Capital One,40,10
50275,"$7,000",20-Oct-2020,6.5%,0.287,TD Bank,70,6
44736,"$6,000",20-Nov-2020,9.0%,0.522,Suntrust,60,4
56451,"$6,000",4-Dec-2020,4.0%,0.207,Fidelity,60,3
57592,"$5,000",25-Jul-2019,4.0%,0.522,Bank of America,50,4
39326,"$5,000",12-Feb-2018,3.0%,0.292,Bank of America,50,4
33652,"$7,000",17-Apr-2019,5.0%,0.522,HSBC,70,4
41468,"$15,000",30-May-2019,6.0%,0.522,Citigroup,150,3
54324,"$3,000",22-Jul-2017,7.5%,0.522,HSBC,30,3
44220,"$8,000",23-Sep-2020,8.0%,0.207,US Bancorp,80,4
31290,"$17,000",11-Nov-2018,7.0%,0.287,Barclays,170,7
38331,"$8,000",19-Sep-2017,3.5%,0.292,American Express,80,5
46246,"$39,000",19-Jun-2019,6.5%,0.287,American Express,390,7
45372,"$11,000",21-Sep-2017,6.0%,0.292,Deutsche Bank,110,4
40935,"$7,000",5-Jul-2017,5.0%,0.287,US Bancorp,70,4
38656,"$7,000",7-May-2019,4.0%,0.287,Citigroup,70,7
42374,"$5,000",15-Nov-2018,3.0%,0.526,Deutsche Bank,50,9
43797,"$6,000",14-Apr-2019,3.5%,0.287,JPMorgan Chase,60,2
55524,"$7,000",21-Nov-2020,4.5%,0.526,Deutsche Bank,70,10
53234,"$14,000",1-Feb-2021,5.0%,0.292,Wells Fargo,140,5
55759,"$22,000",21-Mar-2020,9.0%,0.287,American Express,220,3
34858,"$5,000",26-Sep-2020,5.0%,0.207,Wells Fargo,50,1
60508,"$9,000",26-Feb-2021,4.0%,0.522,Barclays,90,3
34430,"$5,000",3-Dec-2019,3.5%,0.292,Suntrust,50,5
39952,"$11,000",7-Sep-2020,3.5%,0.292,Citigroup,110,10
43121,"$5,000",6-Aug-2017,7.5%,0.526,Barclays,50,10
46910,"$6,000",22-Oct-2017,7.5%,0.287,Deutsche Bank,60,9
50915,"$3,000",28-Oct-2020,6.5%,0.292,HSBC,30,8
58180,"$6,000",12-Jun-2020,6.0%,0.207,Deutsche Bank,60,10
31975,"$15,000",12-Sep-2019,8.5%,0.207,Suntrust,150,1
39129,"$6,000",24-Oct-2020,5.5%,0.207,HSBC,60,9
36422,"$10,000",14-Jun-2017,6.0%,0.522,Goldman Sachs,100,9
36341,"$5,000",5-Aug-2017,5.0%,0.287,Goldman Sachs,50,5
34836,"$3,000",17-Sep-2018,4.0%,0.207,Capital One,30,9
48293,"$6,000",15-Jun-2018,9.0%,0.292,Fidelity,60,6
56729,"$12,000",5-Nov-2019,5.5%,0.292,HSBC,120,8
47502,"$6,000",4-Sep-2019,7.5%,0.526,US Bancorp,60,10
37076,"$6,000",6-Nov-2019,5.0%,0.207,Suntrust,60,8
32481,"$20,000",9-Dec-2019,4.0%,0.522,HSBC,200,6
30160,"$12,000",27-Jul-2017,7.5%,0.287,Goldman Sachs,120,10
42181,"$12,000",22-Jan-2020,6.0%,0.287,Deutsche Bank,120,3
35305,"$8,000",15-Jun-2019,4.5%,0.207,HSBC,80,6
36877,"$12,000",16-Mar-2018,5.0%,0.292,Deutsche Bank,120,4
37827,"$2,000",21-Jan-2020,8.5%,0.292,Deutsche Bank,20,6
50054,"$6,000",27-May-2018,4.5%,0.526,Fidelity,60,6
52270,"$2,000",28-Jan-2019,4.0%,0.287,JPMorgan Chase,20,8
36916,"$4,000",8-May-2020,8.0%,0.522,TD Bank,40,10
32687,"$9,000",24-Feb-2020,8.5%,0.526,Citigroup,90,6
43819,"$4,000",26-May-2019,5.5%,0.526,Wells Fargo,40,5
54195,"$5,000",17-Jul-2017,4.5%,0.207,Banco Santander,50,6
52633,"$14,000",30-Nov-2019,4.5%,0.287,Deutsche Bank,140,4
53056,"$3,000",1-Jan-2021,4.0%,0.287,American Express,30,7
54743,"$11,000",18-Feb-2018,8.5%,0.292,Fidelity,110,5
45725,"$4,000",8-Oct-2020,4.5%,0.522,Bank of America,40,8
44300,"$9,000",21-Oct-2017,5.5%,0.522,HSBC,90,7
33644,"$5,000",19-Mar-2019,3.0%,0.522,Fidelity,50,5
50012,"$5,000",20-Mar-2020,8.5%,0.292,Deutsche Bank,50,9
40736,"$7,000",11-Feb-2021,5.0%,0.292,Capital One,70,10
48445,"$2,000",2-Feb-2021,6.0%,0.526,TD Bank,20,9
34289,"$13,000",15-May-2020,4.5%,0.287,Capital One,130,9
58800,"$8,000",21-Apr-2021,6.5%,0.526,Wells Fargo,80,6
44489,"$18,000",19-Jan-2018,5.5%,0.522,American Express,180,1
38133,"$47,000",26-Aug-2017,3.0%,0.522,Banco Santander,470,3
46547,"$9,000",15-Jun-2018,4.0%,0.292,US Bancorp,90,7
46194,"$7,000",17-Jul-2017,4.0%,0.292,Suntrust,70,5
35693,"$5,000",16-May-2018,7.0%,0.287,Bank of America,50,10
30297,"$9,000",30-Jul-2020,5.0%,0.292,Suntrust,90,9
31538,"$4,000",13-Mar-2021,9.0%,0.287,Barclays,40,9
57856,"$5,000",12-Apr-2019,4.0%,0.522,Suntrust,50,4
52552,"$4,000",31-Dec-2019,4.0%,0.292,US Bancorp,40,5
37872,"$3,000",26-Nov-2020,9.0%,0.522,American Express,30,4
59142,"$18,000",1-Sep-2018,5.5%,0.522,Fidelity,180,6
33132,"$4,000",12-Apr-2020,9.0%,0.526,Deutsche Bank,40,1
59645,"$5,000",3-Dec-2017,9.0%,0.522,Wells Fargo,50,7
38902,"$9,000",9-Feb-2021,8.0%,0.287,Banco Santander,90,10
51897,"$3,000",26-Mar-2021,4.5%,0.526,Goldman Sachs,30,1
